title,date,name,topic,thumbnail,notes,collectionsURL,objectType
Letter to Hon. Parents from Jacob Brewster,"{""date made"": ""1805-04-07""}",,,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316131,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Ester Copp from Ann Copp,"{""date made"": ""1805-03-30""}","{""recipient"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316130,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Mary and Esther Copp from Sarah Rathbone,"{""date made"": ""1804-11-18""}","{""originator (author or composer, etc.)"": ""Rathbone, Sarah"", ""recipient"": ""Copp, Mary Esther\nCopp, Esther"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316129,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to family from Samuel Copp and reply from Mary Copp,"{""date made"": ""1804-09-19""}","{""originator (author or composer, etc.)"": ""Copp, Mary Esther"", ""recipient"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Mary"", ""maker"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316128,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Cousin Ann from Ann Phelps (possibly),"{""date made"": ""1804-08-02""}",,,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316127,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Nancy Barber,"{""date made"": ""1804-03-30""}","{""recipient"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316126,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Samuel Copp,"{""date made"": ""1804-03-21""}","{""originator (author or composer, etc.)"": ""Copp, Esther"", ""recipient"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316125,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Sarah Rathbone,"{""date made"": ""1804-03-12""}","{""originator (author or composer, etc.)"": ""Rathbone, Sarah"", ""recipient"": ""Copp, Esther"", ""originator (author, etc.)"": ""Rathbone, Sarah""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316124,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Dear Sister from Samuel Copp,"{""date made"": ""1803-06-11""}","{""recipient"": ""Copp, Jr., Samuel"", ""maker"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316123,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Ann Copp from Esther Copp,"{""date made"": ""1803-05-08""}","{""recipient"": ""Copp, Esther"", ""maker"": ""Copp, Esther""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316122,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to Esther Copp from Samuel Copp,"{""date made"": ""1802-11-20""}","{""originator (author or composer, etc.)"": ""Copp, Esther"", ""recipient"": ""Copp, Jr., Samuel"", ""originator (author, etc.)"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""The Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316121,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
Letter to his sister from Samuel Copp,"{""date made"": ""1802-10-05""}","{""recipient"": ""Copp, Jr., Samuel"", ""maker"": ""Copp, Jr., Samuel""}",,,"{""Description"": ""Letter written by Samuel Copp in New York to his \""Affectionate Sister\"" (probably Mary Copp), October 5, 1802.\nAffectionate Sister\nI am very full of business at present therefore I cannot rite you a long letter this opportunity. - however you may write me as long a one as you please in return for it\u2014We sat sail from the point after I left my native habitation and we arrived in New York the Sunday morning following , where I found the family all well they were glad that I had got back they where very much In the in want of me to attend to the Store, &c . - - The passengers where Capt . Pendleton, Mrs. Davis & Daughter, Mrs. Tarrot &. Betsey Tarrot Mrs. Wood & Child Nancy Wilcox, myself & Capt. Fannings Negro Woman; beside Capt . Hilcox and Peleg Wilcox the whole of us made 12 all on board a little sloop although we where crowded yet we had a good time the whole of the way down to New York,\nThe reason of our having so long a passage was that we had to stop In New Haven, for Capt. Pendleton had some business of consequence to attend to there , we arrived In New Haven harbour about sunrise on Thursday morning and about 9 oclock Capt. Pendleton went on shore, and was to be at the Coffee House at 3 oclock in the afternoon about 3 oclock Capt. Wilcox went ashore after him but no Capt. Pendleton was there after waiting some time for him Capt . Wilcox come on board again (for we were anchored out in the bay) and about sundown he went on shore after him again, but he was not there\u2014nor had he been there; he then came back on board and staid till the tide and wind was fair, (which was about 2 oclock at Night)-\u00b7and then we sat sail and left Capt. Pendleton behind\nWe had a delightful sale down through hellgate , I had a perfect view of all the elegant houses, & Isaar, George & Nancy Randalls, Fathers house , amongst the rest had a share of the sight of my large eyes to view it. I think it a beautiful situation it is surrounded on all sides by lofty Lombardy poplar trees, but the house is not so elegant as the situation I think . I have not seen him yet to have any conversation with him, but he soon heard of my arrival, for___ not been home 10 minutes before he came __ to our house accompanied by a Gentlem'ln: and gat the letter I had for him: for I stopd to Uncle Roberts and waited till Mr. Chesebrough wrote him one; I did not think to write so long a letter when I began; but now the time draws near that I must quit my pen, and attend to the business of the Day. I had a very good time at the Point , I had some of the Crook Neck pears that Nancy Brought home. My best Respects to everybody & Love to all the family. Write me the first opportunity, for there will be on in a week from this date. God day.\nThe Copp Collection contains a variety of household objects that the Copp family of Connecticut used from around 1700 until the mid-1800s. Part of the Puritan Great Migration from England to Boston, the family eventually made their home in New London County, Connecticut, where their textiles, clothes, utensils, ceramics, books, bibles, and letters provide a vivid picture of daily life. More of the collection from the Division of Home and Community Life can be viewed by searching accession number 28810."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_316120,"{""Object Name"": ""letter"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
